id,MSE_insample,MSE_outsample,RMSSE_value
HOBBIES_1_146_CA_1,0.868248837,1.036457077,0.85109604
HOBBIES_1_147_CA_1,3.05142645,4.904802513,1.200013149
HOBBIES_1_148_CA_1,1.107554609,1.528727313,1.011309056
HOBBIES_1_149_CA_1,0.981903009,0.197654467,0.14721879
HOBBIES_1_150_CA_1,2.801416916,1.59873682,0.39012704
HOBBIES_1_151_CA_1,0.862513703,1.056445452,0.880527014
HOBBIES_1_152_CA_1,0.604683624,0.797954029,0.98199241
HOBBIES_1_153_CA_1,1.423842149,1.51551783,0.767914107
HOBBIES_1_154_CA_1,1.304902427,1.249010621,0.7365243
HOBBIES_1_155_CA_1,1.344027011,1.707842703,0.888298516
HOBBIES_1_156_CA_1,0.840627279,1.975993346,1.695804006
HOBBIES_1_157_CA_1,0.839094006,1.18990114,1.032748289
HOBBIES_1_158_CA_1,1.26066012,2.03154706,1.272098206
HOBBIES_1_159_CA_1,1.45801467,2.251467256,1.140742549
HOBBIES_1_160_CA_1,0.603856766,0.635921758,0.731457571
HOBBIES_1_161_CA_1,1.135408653,3.033977542,1.96007204
HOBBIES_1_162_CA_1,0.439238181,0.375198041,0.602753278
HOBBIES_1_163_CA_1,0.632043725,0.64673824,0.720973645
HOBBIES_1_164_CA_1,1.092228453,1.402426163,0.948126883
HOBBIES_1_165_CA_1,0.576688209,0.599349454,0.770492006
HOBBIES_1_166_CA_1,1.019578936,1.80008585,1.302033345
HOBBIES_1_167_CA_1,1.76808412,2.609070803,1.03414278
HOBBIES_1_168_CA_1,0.466147814,0.565943757,0.871224658
HOBBIES_1_169_CA_1,8.006751561,7.906806969,0.722939917
HOBBIES_1_170_CA_1,0.408534784,0.527552682,0.912296502
HOBBIES_1_171_CA_1,0.474882871,0.54834021,0.824152382
HOBBIES_1_172_CA_1,1.053297141,1.044515947,0.717653257
HOBBIES_1_173_CA_1,0.737860577,0.915955469,0.899169213
HOBBIES_1_174_CA_1,0.286701549,0.107286804,0.267968218
HOBBIES_1_175_CA_1,0.491598443,0.204851591,0.301800482
HOBBIES_1_176_CA_1,0.457192363,0.748015076,1.191122404
HOBBIES_1_177_CA_1,1.209106242,1.035765041,0.644489203
HOBBIES_1_178_CA_1,9.402573634,5.298678056,0.40510197
HOBBIES_1_179_CA_1,1.13526104,0.959005533,0.590509738
HOBBIES_1_180_CA_1,0.354447908,0.781612881,1.56655532
HOBBIES_1_181_CA_1,0.247653798,0.431814154,1.220060373
HOBBIES_1_183_CA_1,0.704895901,0.410441973,0.41921165
HOBBIES_1_184_CA_1,0.427695877,0.350025403,0.584341411
HOBBIES_1_185_CA_1,0.692295044,0.783890566,0.836619791
HOBBIES_1_186_CA_1,0.383789147,1.820049764,3.451104169
HOBBIES_1_187_CA_1,0.874604756,1.130978152,0.905975887
HOBBIES_1_188_CA_1,0.365453731,0.606144045,1.175431782
HOBBIES_1_189_CA_1,7.574511937,10.55768139,1.015454331
HOBBIES_1_190_CA_1,0.307765146,0.312290044,0.728719748
HOBBIES_1_191_CA_1,0.27713905,0.511593502,1.282049642
HOBBIES_1_192_CA_1,0.301457923,0.25756895,0.61173133
HOBBIES_1_193_CA_1,0.769645331,1.697000522,1.564723291
HOBBIES_1_194_CA_1,1.583502984,1.574111132,0.779185584
HOBBIES_1_195_CA_1,0.78999958,0.789382432,0.70709678
HOBBIES_1_197_CA_1,0.405473996,0.290150328,0.504973191
HOBBIES_1_198_CA_1,0.978852412,0.807723152,0.586360839
HOBBIES_1_199_CA_1,0.493896828,0.553347747,0.838748331
HOBBIES_1_200_CA_1,0.854810299,0.80125214,0.649185339
HOBBIES_1_201_CA_1,1.302945554,1.18506156,0.657891329
HOBBIES_1_202_CA_1,2.002498562,1.249116664,0.437185031
HOBBIES_1_203_CA_1,0.527032112,0.730967223,1.00735493
HOBBIES_1_204_CA_1,0.467494839,0.970479798,1.574238166
HOBBIES_1_205_CA_1,0.331647418,0.384346292,0.829989239
HOBBIES_1_206_CA_1,0.711325412,1.193199514,1.283195934
HOBBIES_1_207_CA_1,0.43261991,0.410728513,0.68265789
HOBBIES_1_208_CA_1,1.221169825,1.536256163,0.908933773
HOBBIES_1_209_CA_1,4.264076649,2.673755476,0.452448331
HOBBIES_1_210_CA_1,0.534466278,0.00019505,0.000263795
HOBBIES_1_211_CA_1,1.109536108,2.390693706,1.570084667
HOBBIES_1_212_CA_1,0.266316856,0.262514841,0.698640073
HOBBIES_1_213_CA_1,0.981040921,1.144488723,0.812842988
HOBBIES_1_214_CA_1,0.372341043,0.53009623,1.005146862
HOBBIES_1_215_CA_1,1.083020806,1.636915902,1.132358931
HOBBIES_1_216_CA_1,1.718483808,0.56598692,0.227459706
HOBBIES_1_217_CA_1,0.336196786,0.440866499,0.959193025
HOBBIES_1_218_CA_1,0.456329551,0.477476887,0.730911472
HOBBIES_1_219_CA_1,0.340869243,0.617082902,1.291664533
HOBBIES_1_220_CA_1,0.878757367,1.254638153,1.015111025
HOBBIES_1_221_CA_1,0.621255301,0.418673009,0.490970196
HOBBIES_1_223_CA_1,1.603500859,1.038838169,0.453776275
HOBBIES_1_224_CA_1,0.502519454,0.584991599,0.837136282
HOBBIES_1_225_CA_1,0.601454426,0.449430846,0.505710371
HOBBIES_1_226_CA_1,0.894207541,1.104044128,0.894667389
HOBBIES_1_227_CA_1,0.772091947,0.395217987,0.370048751
HOBBIES_1_228_CA_1,1.055880194,1.036651889,0.696044822
HOBBIES_1_229_CA_1,0.410847553,0.53849224,0.94480936
HOBBIES_1_230_CA_1,0.349383986,0.242715185,0.506868758
HOBBIES_1_231_CA_1,0.826850853,0.701226689,0.598296897
HOBBIES_1_232_CA_1,1.520320259,2.22808482,1.106144412
HOBBIES_1_233_CA_1,4.454196807,3.753176961,0.605012709
HOBBIES_1_234_CA_1,3.355923565,6.142168074,1.294333232
HOBBIES_1_235_CA_1,0.878342112,0.685229135,0.561277609
HOBBIES_1_236_CA_1,3.081206863,0.000275458,6.98E-05
HOBBIES_1_237_CA_1,1.072467953,0.859521238,0.594510057
HOBBIES_1_238_CA_1,0.712490896,0.625560101,0.634896068
HOBBIES_1_239_CA_1,0.928160034,0.463422001,0.356085013
HOBBIES_1_240_CA_1,0.842277111,0.982678124,0.868666618
HOBBIES_1_241_CA_1,0.963219608,2.352076174,1.744207512
HOBBIES_1_242_CA_1,1.884129635,1.184156959,0.465702157
HOBBIES_1_243_CA_1,0.397607599,0.444464084,0.806638799
HOBBIES_1_244_CA_1,6.848448208,5.754174683,0.610010423
HOBBIES_1_245_CA_1,0.326310273,0.407448042,0.903677142
HOBBIES_1_246_CA_1,0.667156131,0.266816762,0.302061164
HOBBIES_1_247_CA_1,0.66409951,1.379378115,1.482052892
HOBBIES_1_248_CA_1,2.639923927,1.372046224,0.443949189
HOBBIES_1_249_CA_1,1.03374474,0.950487946,0.661218294
HOBBIES_1_250_CA_1,0.462715657,0.440855132,0.691388203
HOBBIES_1_251_CA_1,0.433914994,0.73364819,1.195085908
HOBBIES_1_252_CA_1,1.107088004,2.344950228,1.603722962
HOBBIES_1_253_CA_1,0.630508654,0.415332522,0.482841957
HOBBIES_1_254_CA_1,8.84228641,6.264648867,0.504435703
HOBBIES_1_255_CA_1,1.184723261,1.101822141,0.656922307
HOBBIES_1_256_CA_1,8.846107115,3.912638797,0.333994085
HOBBIES_1_257_CA_1,0.427558925,0.46850709,0.77755043
HOBBIES_1_258_CA_1,1.356850156,1.21382754,0.659145045
HOBBIES_1_259_CA_1,0.521913357,0.63655026,0.863422121
HOBBIES_1_260_CA_1,0.73168844,0.012365703,0.012249226
HOBBIES_1_261_CA_1,6.554342092,10.96954052,1.207116568
HOBBIES_1_262_CA_1,0.463710663,0.648140231,1.029316957
HOBBIES_1_263_CA_1,0.484725904,0.676635703,1.003240251
HOBBIES_1_264_CA_1,0.755828136,0.684938713,0.641468041
HOBBIES_1_265_CA_1,0.555281135,1.135899177,1.446362556
HOBBIES_1_266_CA_1,0.90338014,1.399159161,1.149961531
HOBBIES_1_267_CA_1,0.396240203,0.488553238,0.896103827
HOBBIES_1_268_CA_1,13.45606061,11.74223269,0.623629006
HOBBIES_1_269_CA_1,0.365729843,0.478699963,0.904246595
HOBBIES_1_270_CA_1,0.821660772,0.94237773,0.819227126
HOBBIES_1_271_CA_1,0.455587733,0.529424173,0.837426555
HOBBIES_1_272_CA_1,0.290476062,0.350031434,0.850652446
HOBBIES_1_273_CA_1,0.506463042,0.38319727,0.535425683
HOBBIES_1_274_CA_1,0.287216648,0.26700629,0.647868631
HOBBIES_1_275_CA_1,0.821238372,0.267355689,0.231077329
HOBBIES_1_276_CA_1,0.900772699,0.680517699,0.546530113
HOBBIES_1_277_CA_1,1.582847987,1.096199401,0.491856584
HOBBIES_1_278_CA_1,11.90726512,9.67444714,0.575044128
HOBBIES_1_279_CA_1,0.541678092,1.249262961,1.691210849
HOBBIES_1_280_CA_1,1.056030645,0.799171067,0.5601412
HOBBIES_1_281_CA_1,0.709964654,0.8755211,0.954536265
HOBBIES_1_282_CA_1,0.880283018,1.324988958,1.138892199
HOBBIES_1_283_CA_1,0.323976529,0.686763354,1.545525205
HOBBIES_1_284_CA_1,0.351272633,0.512944338,1.031377687
HOBBIES_1_285_CA_1,0.27692132,0.412240708,1.077052277
HOBBIES_1_286_CA_1,4.504527172,8.143143543,1.279521253
HOBBIES_1_287_CA_1,1.00627702,0.911575125,0.638675755
HOBBIES_1_288_CA_1,6.543945945,10.18936402,1.110061589
HOBBIES_1_289_CA_1,0.663217849,0.471124664,0.507751091
HOBBIES_1_290_CA_1,0.540264585,0.54186719,0.719020736
HOBBIES_1_292_CA_1,0.538149134,0.733323132,0.98890815
HOBBIES_1_293_CA_1,0.705632135,0.597799132,0.603593767
HOBBIES_1_294_CA_1,0.37050501,0.353108632,0.695233434
HOBBIES_1_295_CA_1,8.107741461,5.856466573,0.531510324
HOBBIES_1_296_CA_1,0.828656651,0.567737872,0.490796991
HOBBIES_1_297_CA_1,1.065323453,1.727258619,1.18957875
HOBBIES_1_298_CA_1,1.034096581,0.944430937,0.686275084
HOBBIES_1_299_CA_1,0.536426883,0.853523495,1.127311798
HOBBIES_1_300_CA_1,1.330287459,1.434795689,0.808865692
HOBBIES_1_301_CA_1,1.150603907,1.075205259,0.659740551
HOBBIES_1_302_CA_1,0.20842415,0.040758372,0.141642956
HOBBIES_1_303_CA_1,0.788299788,0.742204124,0.674677751
HOBBIES_1_304_CA_1,0.396517756,0.491434879,0.884188645
HOBBIES_1_305_CA_1,0.512138614,0.671483665,0.917551222
HOBBIES_1_306_CA_1,0.495102654,0.823124175,1.22473189
HOBBIES_1_307_CA_1,0.360285636,0.34991997,0.694696689
HOBBIES_1_308_CA_1,0.692846361,0.768764951,0.817516498
HOBBIES_1_309_CA_1,1.0245531,1.205882116,0.847307636
HOBBIES_1_310_CA_1,0.787567935,0.939991976,0.84146931
HOBBIES_1_311_CA_1,0.374744437,0.498311805,0.943080474
HOBBIES_1_312_CA_1,7.090164524,3.361520069,0.341687608
HOBBIES_1_313_CA_1,1.223098967,1.828608448,1.157989616
HOBBIES_1_314_CA_1,0.381016697,0.522416368,1.000174241
HOBBIES_1_315_CA_1,0.566531013,0.273100575,0.350622635
HOBBIES_1_316_CA_1,1.519667619,0.601885204,0.307670944
HOBBIES_1_317_CA_1,1.001878196,1.197375347,0.876488714
HOBBIES_1_318_CA_1,0.450398335,0.846846622,1.475025093
HOBBIES_1_319_CA_1,5.864937069,2.929518232,0.345551585
HOBBIES_1_320_CA_1,1.17666028,0.98684324,0.629435494
HOBBIES_1_321_CA_1,1.380817316,1.231703471,0.620939967
HOBBIES_1_322_CA_1,0.370905324,0.355730886,0.700396374
HOBBIES_1_323_CA_1,1.254090747,1.147834461,0.643572635
HOBBIES_1_324_CA_1,0.947021052,1.57220662,1.189559388
HOBBIES_1_325_CA_1,0.365848074,0.511596915,1.026468058
HOBBIES_1_326_CA_1,0.792977782,0.734448905,0.672962106
HOBBIES_1_327_CA_1,0.954699564,0.886651466,0.669130206
HOBBIES_1_328_CA_1,0.929970114,0.684678858,0.516239361
HOBBIES_1_329_CA_1,1.297650781,1.176312969,0.686223037
HOBBIES_1_330_CA_1,1.134220839,1.026047008,0.643554437
HOBBIES_1_331_CA_1,0.804578047,0.592000952,0.537315999
HOBBIES_1_332_CA_1,0.953188614,0.852815617,0.643303632
HOBBIES_1_333_CA_1,0.491650746,0.610531203,0.900511718
HOBBIES_1_334_CA_1,0.689137981,0.970274089,1.003302585
HOBBIES_1_335_CA_1,0.509499912,0.000121239,0.000173685
HOBBIES_1_336_CA_1,0.28706431,0.187393571,0.464980162
HOBBIES_1_337_CA_1,2.353294275,2.609998918,0.799742862
HOBBIES_1_338_CA_1,1.33848565,1.266168162,0.668582306
HOBBIES_1_339_CA_1,1.05210587,2.029878631,1.367192148
HOBBIES_1_340_CA_1,0.510243782,0.736785622,1.038669605
HOBBIES_1_341_CA_1,9.206454162,4.381513919,0.35827118
HOBBIES_1_342_CA_1,0.548362954,0.733463794,0.952134338
HOBBIES_1_343_CA_1,0.974631517,1.115094443,0.791860477
HOBBIES_1_344_CA_1,0.522614694,0.823338104,1.176299233
HOBBIES_1_345_CA_1,1.774269027,0.857233815,0.346637711
HOBBIES_1_346_CA_1,0.729483676,0.709776432,0.687511821
HOBBIES_1_347_CA_1,0.480060433,0.270512406,0.396260131
HOBBIES_1_348_CA_1,13.25911954,7.064549668,0.388133511
HOBBIES_1_349_CA_1,0.918362525,0.965375137,0.778910028
HOBBIES_1_350_CA_1,0.76857584,0.351320745,0.334278315
HOBBIES_1_351_CA_1,0.955243476,0.891456076,0.66417799
HOBBIES_1_352_CA_1,0.727585551,1.064593271,1.117771764
HOBBIES_1_353_CA_1,3.850924873,4.740262196,0.847438667
HOBBIES_1_354_CA_1,1.70133512,3.443948519,1.565994544
HOBBIES_1_355_CA_1,0.900663015,0.850457914,0.704566681
HOBBIES_1_356_CA_1,0.784623286,0.595299062,0.529870477
HOBBIES_1_357_CA_1,1.24984384,1.253450174,0.710841608
HOBBIES_1_358_CA_1,0.99645049,0.914332829,0.695295186
HOBBIES_1_359_CA_1,0.31563574,0.321783217,0.751959224
HOBBIES_1_360_CA_1,0.440809404,0.023983033,0.039345543
HOBBIES_1_361_CA_1,0.498814109,0.683271171,0.964246293
HOBBIES_1_362_CA_1,0.366273637,0.525943752,1.045250924
HOBBIES_1_363_CA_1,0.521754448,0.542207776,0.734738015
HOBBIES_1_364_CA_1,1.192632023,0.804786213,0.498212982
HOBBIES_1_365_CA_1,0.376669033,0.469828539,0.886649568
HOBBIES_1_366_CA_1,0.430796798,0.602889429,1.008719894
HOBBIES_1_367_CA_1,1.227583785,1.477227976,0.886788768
HOBBIES_1_368_CA_1,0.519696583,0.759103261,1.048245083
HOBBIES_1_369_CA_1,5.539141819,10.5060238,1.393875671
HOBBIES_1_370_CA_1,9.658351347,6.10659746,0.458872704
HOBBIES_1_371_CA_1,11.8377385,9.832814246,0.610576689
HOBBIES_1_372_CA_1,0.972266075,0.978974306,0.723649247
HOBBIES_1_373_CA_1,0.804367405,1.556749782,1.35658147
HOBBIES_1_374_CA_1,0.973152961,0.90695097,0.654832438
HOBBIES_1_375_CA_1,0.242474115,0.002144887,0.006364115
HOBBIES_1_376_CA_1,0.452589399,0.591577499,0.925351501
HOBBIES_1_377_CA_1,0.450437588,0.631828453,0.992835642
HOBBIES_1_378_CA_1,1.811185236,2.085064456,0.833530413
HOBBIES_1_379_CA_1,1.744859797,1.850000489,0.766810713
HOBBIES_1_380_CA_1,1.823136209,2.175663977,0.846243364
HOBBIES_1_381_CA_1,6.133243926,4.378309287,0.501336218
HOBBIES_1_382_CA_1,0.88653307,0.636158318,0.538428185
HOBBIES_1_383_CA_1,0.963197187,1.086856661,0.801537377
HOBBIES_1_384_CA_1,0.945186435,0.865422554,0.671745426
HOBBIES_1_385_CA_1,0.379523329,0.596367486,1.188954503
HOBBIES_1_386_CA_1,0.653192567,0.86975246,0.935066101
HOBBIES_1_387_CA_1,7.724038129,8.566807848,0.77386028
HOBBIES_1_388_CA_1,1.080037637,1.455212962,0.982860717
HOBBIES_1_389_CA_1,0.342716653,0.515585411,1.074227347
HOBBIES_1_390_CA_1,0.550787689,0.450209023,0.584955121
HOBBIES_1_391_CA_1,0.40141361,0.630448422,1.120900031
HOBBIES_1_392_CA_1,0.707727949,1.185403219,1.198191111
HOBBIES_1_393_CA_1,0.431543257,0.576352395,0.931022019
HOBBIES_1_394_CA_1,0.963398418,1.499424817,1.093401254
HOBBIES_1_395_CA_1,0.502517247,0.63307625,0.893410191
HOBBIES_1_396_CA_1,0.407547378,0.096415557,0.171999312
HOBBIES_1_397_CA_1,0.892192471,1.567015572,1.351171438
HOBBIES_1_398_CA_1,8.965549543,4.126999907,0.32418348
HOBBIES_1_399_CA_1,0.791732034,0.721116964,0.680437641
HOBBIES_1_400_CA_1,3.214022912,0.689087769,0.147545437
HOBBIES_1_401_CA_1,0.377903353,0.839958706,1.591177882
HOBBIES_1_402_CA_1,0.28063358,0.378170693,0.963894096
HOBBIES_1_403_CA_1,0.509674941,0.624024538,0.850595614
HOBBIES_1_404_CA_1,6.738776291,8.827910802,0.940839998
HOBBIES_1_405_CA_1,0.469533678,0.281332622,0.442367342
HOBBIES_1_406_CA_1,0.492873209,0.192785359,0.282723849
HOBBIES_1_407_CA_1,1.4997626,1.217214992,0.600029842
HOBBIES_1_408_CA_1,4.208860269,3.397881479,0.566547518
HOBBIES_1_409_CA_1,1.003298965,0.788359637,0.554155218
HOBBIES_1_410_CA_1,0.531487437,0.926750599,1.203584921
HOBBIES_1_411_CA_1,0.745778754,0.711534066,0.696537319
HOBBIES_1_412_CA_1,0.852799957,1.345510806,1.155399531
HOBBIES_1_413_CA_1,0.990737342,1.014899957,0.762009631
HOBBIES_1_414_CA_1,0.685265103,0.77798246,0.843945864
HOBBIES_1_415_CA_1,1.206660224,1.207913915,0.715067111
HOBBIES_1_416_CA_1,1.083640383,1.201000701,0.79981852
HOBBIES_1_417_CA_1,7.1270369,0.06067572,0.006092621
