id,MSE_insample,MSE_outsample,RMSSE_value
HOBBIES_1_397_CA_1,1.039752342,1.758351662,1.516152479
HOBBIES_1_398_CA_1,9.491859628,5.490642917,0.431300163
HOBBIES_1_399_CA_1,0.841196628,0.747274697,0.705119775
HOBBIES_1_400_CA_1,3.341985441,2.316484206,0.495998753
HOBBIES_1_401_CA_1,0.403003026,0.993622764,1.882271776
HOBBIES_1_402_CA_1,0.297499171,0.38056239,0.969990132
HOBBIES_1_403_CA_1,0.535964018,0.629343454,0.857845724
HOBBIES_1_404_CA_1,7.627251704,8.715898978,0.928902269
HOBBIES_1_405_CA_1,0.470899501,0.287021016,0.451311771
HOBBIES_1_406_CA_1,0.56326315,0.431372607,0.632617148
HOBBIES_1_407_CA_1,1.582890673,1.240138782,0.611330194
HOBBIES_1_408_CA_1,5.253303205,4.734312077,0.789377962
HOBBIES_1_409_CA_1,1.026661009,0.780253327,0.548457116
HOBBIES_1_410_CA_1,0.580941123,1.007757025,1.308789183
HOBBIES_1_411_CA_1,0.752555038,0.692447806,0.677853333
HOBBIES_1_412_CA_1,0.913484895,1.388550892,1.192358354
HOBBIES_1_413_CA_1,1.039794382,1.033431679,0.775923663
HOBBIES_1_414_CA_1,0.725277845,0.778947899,0.84499316
HOBBIES_1_415_CA_1,1.226311776,1.278546658,0.756880647
HOBBIES_1_416_CA_1,1.141183276,1.208776799,0.804997091
